animal_id,last_weight,last_weight_date
4061,125.0,2019-11-10 09:30:36.527
4062,134.0,2023-08-09 13:54:28.229
4063,121.0,2019-11-10 08:53:56.67
4064,108.0,2018-10-09 07:18:05.102
4065,155.0,2024-01-02 10:00:27.201
4066,91.4,2018-10-29 08:20:50.778
4067,117.0,2023-08-09 11:21:59.766
4068,121.0,2023-08-09 13:55:49.889
4069,141.0,2020-02-14 11:31:54.657
4070,106.0,2018-10-09 08:21:04.735
4071,112.0,2023-02-05 17:10:19.971
4072,102.0,2018-10-09 08:13:24.293
4073,115.0,2019-11-10 10:51:28.491
4074,118.0,2018-10-09 08:02:57.877
4075,141.0,2023-08-09 12:12:16.691
4076,134.0,2023-08-09 11:30:38.638
4077,119.0,2018-10-09 11:59:04.158
4078,88.8,2018-11-05 15:05:20.494
4079,112.0,2018-10-09 12:02:42.747
4080,126.0,2023-08-09 12:54:49.128
4081,135.0,2023-08-09 14:51:11.58
4082,95.4,2018-11-05 15:10:28.805
4083,138.0,2023-08-09 14:44:42.442
4084,120.0,2018-10-09 07:24:28.569
4085,110.0,2018-10-09 08:40:06.233
4086,111.0,2019-07-24 05:24:33.053
4087,99.4,2018-10-17 08:29:25.882
4088,96.2,2018-10-17 08:22:10.779
4089,50.8,2018-12-05 08:00:39.82
4090,"",
4091,129.0,2019-11-10 08:57:13.253
4092,88.8,2018-10-29 09:03:03.992
4093,77.0,2018-10-29 08:19:20.247
4094,107.0,2018-10-09 11:21:32.823
4095,107.0,2018-10-09 11:27:14.773
4096,138.0,2023-08-09 07:37:57.777
4097,156.0,2023-02-05 13:21:55.191
4098,118.0,2018-10-09 09:39:50.179
4099,82.0,2018-11-05 15:29:30.705
4100,106.0,2018-10-09 12:55:49.001
4101,116.0,2022-02-27 12:27:36.935
4102,133.0,2023-08-09 14:02:41.932
4103,80.0,2018-10-29 08:21:35.854
4104,"",
4105,97.6,2018-10-17 06:53:51.23
4106,96.8,2018-11-05 15:16:19.626
4107,138.0,2023-08-09 11:23:47.245
4108,108.0,2018-10-17 07:19:42.032
4109,121.0,2024-01-03 11:14:33.884
4110,"",
4111,115.0,2023-02-05 14:52:48.631
4112,119.0,2018-10-09 11:17:53.448
4113,102.0,2018-11-05 14:25:03.366
4114,111.0,2018-10-29 08:48:44.358
4115,87.6,2018-11-05 15:34:51.072
4116,103.0,2018-11-05 15:34:34.201
4117,93.8,2018-10-29 08:20:13.804
4118,101.0,2018-10-09 07:14:24.883
4119,82.0,2018-10-29 08:34:07.684
4120,152.0,2019-07-24 04:52:30.838
4121,115.0,2019-11-10 09:41:09.938
4122,100.0,2023-08-09 15:07:27.272
4123,136.0,2020-12-14 14:08:41.729
4124,88.2,2018-11-05 14:51:56.099
4125,103.0,2018-11-05 14:34:06.681
4126,72.2,2018-10-29 08:08:47.11
4127,73.0,2018-10-29 08:32:40.071
4128,105.0,2018-10-17 07:05:14.814
4129,87.2,2018-10-29 09:10:41.699
4130,99.2,2018-10-17 07:30:01.144
4131,113.0,2018-10-09 11:33:27.213
4132,"",
4133,104.0,2018-11-05 15:32:48.439
4134,97.6,2018-10-09 07:55:39.251
4135,143.0,2020-07-07 08:52:25.252
4136,104.0,2018-10-09 11:11:16.782
4137,89.6,2018-10-29 09:10:14.779
4138,91.8,2018-10-29 08:48:55.164
4139,96.0,2018-10-17 08:10:47.394
4140,84.8,2018-10-29 08:11:34.862
4141,18.4,2017-05-10 13:46:59.432
4142,98.6,2018-10-17 08:29:14.309
4143,137.0,2019-07-24 05:33:21.655
4144,115.0,2018-10-09 08:05:10.664
4146,100.0,2018-11-05 15:15:38.631
4147,89.6,2018-10-29 08:05:53.721
4148,107.0,2018-10-17 08:07:37.984
4149,19.5,2017-05-09 12:48:00.404
4150,100,2018-11-05 15:33:53.359
4151,96.8,2018-11-05 15:25:28.66
4152,125.0,2019-11-10 09:23:11.66
4153,110.0,2018-10-17 06:52:11.645
4154,94.0,2018-10-29 08:55:34.101
4155,99.8,2018-10-17 08:16:03.436
4156,134.0,2021-08-27 14:01:49.374
4157,109.0,2018-10-09 07:18:29.306
4158,97.2,2018-11-05 14:18:33.166
4159,113,2018-10-09 10:23:30.655
4160,100,2018-11-05 15:10:57.537
4161,115.0,2023-08-09 13:13:27.473
4162,92.6,2018-11-05 14:26:09.46
4163,130.0,2019-11-10 11:09:17.668
4164,96.8,2018-11-05 15:26:42.44
4165,94.8,2018-11-05 14:44:01.631
4166,112.0,2018-10-09 09:18:22.809
4167,82.0,2018-10-29 08:15:27.748
4168,90.0,2018-10-29 08:34:20.567
4169,102.0,2018-10-09 12:22:07.912
4170,107.0,2018-10-09 08:20:23.159
4171,128.0,2023-08-09 07:19:31.923
4172,111.0,2023-08-09 09:14:39.571
4173,93.0,2018-10-29 08:48:07.19
4174,131.0,2019-11-10 08:09:07.658
4175,109.0,2018-10-09 11:52:00.83
4176,164.0,2023-02-07 13:03:03.987
4177,148.0,2022-09-11 09:23:05.096
4178,128.0,2023-08-09 11:32:04.842
4179,95.8,2018-11-05 14:55:37.403
4180,125.0,2023-02-05 14:50:36.889
4181,135.0,2023-08-09 08:32:12.25
4182,111.0,2018-10-09 12:16:07.076
4183,"",
4184,93.0,2024-01-03 12:40:29.507
4185,77.0,2018-10-29 08:48:31.033
4186,91.4,2018-10-29 08:52:41.268
4187,106.0,2018-11-05 15:26:13.935
4188,113.0,2024-01-03 11:47:16.716
4189,101.0,2018-11-05 15:18:42.8
4190,127.0,2019-11-10 08:47:49.578
4191,119.0,2018-10-09 12:42:29.402
4192,116.0,2019-07-24 05:22:05.921
4193,102.0,2018-11-05 14:37:15.984
4194,111.0,2018-10-09 10:27:32.082
4195,131.0,2023-08-09 15:16:13.937
4196,92.4,2018-10-29 08:32:27.478
4197,99.2,2018-11-05 14:58:45.305
4198,19,2017-05-09 15:10:46.111
4199,101.0,2018-10-17 07:51:36.008
4200,95.0,2018-10-17 07:48:47.223
4201,108.0,2018-10-17 07:45:54.109
4202,140,2023-02-07 13:47:07.936
4203,85.0,2018-10-29 09:05:09.489
4204,94.0,2018-10-29 08:41:33.311
4205,103.0,2018-12-04 07:28:25.644
4206,102.0,2018-10-09 08:13:58.424
4207,82.8,2018-10-29 08:56:55.305
4208,90.6,2018-10-29 09:09:46.193
4209,90.2,2018-10-17 06:50:30.715
4210,93.6,2018-11-05 14:56:20.651
4211,101.0,2018-10-17 07:07:59.522
4212,91.2,2018-10-29 08:13:31.836
4213,124.0,2023-08-09 14:34:17.965
4214,67.4,2018-10-29 09:04:49.031
4215,149.0,2023-08-09 10:37:33.822
4216,117.0,2018-10-09 11:41:06.858
4217,88.2,2018-10-29 09:04:25.612
4218,101.0,2018-11-05 14:16:56.07
4219,157.0,2020-07-07 08:51:58.575
4220,119.0,2023-08-09 14:44:05.076
4221,104.0,2018-10-09 08:43:37.572
4222,129.0,2023-08-09 14:19:49.408
4223,134.0,2023-06-11 10:45:23.757
4224,147.0,2023-02-05 13:04:30.407
4225,"",
4226,99.8,2018-10-17 07:49:41
4227,90.8,2018-10-29 09:04:58.972
4228,82.0,2018-10-29 08:52:16.033
4229,149.0,2023-02-05 14:24:34.424
4230,147.0,2023-08-09 10:55:39.413
4231,101.0,2018-10-09 09:25:31.049
4232,112.0,2018-10-09 12:03:18.201
4233,116.0,2023-08-09 10:39:21.279
4234,104.0,2018-10-09 09:33:18.941
4235,108.0,2018-10-09 07:15:48.675
4236,91.4,2018-10-29 08:14:08.354
4237,97.0,2018-10-17 08:18:29.071
4238,88.8,2018-10-29 08:49:16.998
4239,93.2,2018-11-05 15:18:12.479
4240,126.0,2024-01-02 09:28:27.748
4241,95.6,2018-10-17 08:12:22.446
4242,132.0,2023-08-09 11:24:56.842
4243,101.0,2018-11-05 14:42:10.973
4244,130.0,2023-08-09 09:15:25.935
4245,"",
4246,100.0,2018-11-05 15:15:02.808
4247,111.0,2018-10-09 08:41:48.089
4248,111.0,2024-01-04 08:58:55.107
4249,110.0,2018-10-09 07:27:18.614
4250,89.0,2018-10-17 06:43:11.854
4251,97.2,2018-10-17 07:29:30.117
4252,120.0,2023-08-09 09:30:26.675
4253,98.8,2019-05-22 11:21:40.821
4254,69.0,2018-08-31 09:51:27.016
4255,130.0,2023-01-11 15:07:22.052
4256,170.0,2023-02-07 11:43:05.462
4257,135.0,2023-08-09 08:49:51.352
4258,107.0,2018-10-17 08:12:38.364
4259,99.6,2018-11-05 14:17:25.892
4260,116.0,2018-10-09 08:12:02.051
4261,125.0,2023-08-09 14:02:08.539
4262,96.4,2018-11-05 14:57:18.232
4263,107.0,2018-10-09 09:31:56.762
4264,104.0,2018-10-09 07:10:07.423
4265,94.0,2018-10-29 08:57:26.592
4266,90.0,2018-10-29 09:01:36.448
4267,95.6,2018-10-29 08:16:04.61
4268,157.0,2023-08-09 07:58:42.653
4269,50.4,2019-05-10 08:26:51.925
4270,107.0,2018-10-09 07:17:00.792
4271,92.4,2018-10-29 08:24:40.601
4272,98.0,2018-11-05 15:01:04.509
4273,101.0,2018-11-05 14:45:41.691
4274,119.0,2018-10-09 08:14:39.122
4275,104.0,2018-11-05 15:12:15.177
4276,123.0,2019-11-10 11:27:38.236
4277,120.0,2023-08-09 12:34:06.751
4278,174,2023-02-07 11:23:44.376
4279,"",
4280,126.0,2019-07-24 04:59:36.893
4281,107.0,2018-10-09 07:45:08.199
4282,104.0,2021-08-28 13:37:26.461
4283,94.8,2018-11-05 15:24:24.951
4284,85.2,2018-10-29 09:03:59.909
4285,130.0,2023-08-09 10:46:06.146
4286,103.0,2018-10-09 11:11:38.661
4287,"",
4288,108.0,2023-08-09 14:55:26.92
4289,102.0,2018-11-05 14:41:44.221
4290,102.0,2018-12-04 07:47:46.819
4291,91.6,2018-10-29 08:29:00.18
4292,95.4,2018-10-17 08:09:39.814
4293,75.4,2018-10-29 08:10:37.624
4294,90.8,2018-10-29 09:08:48.919
4295,98.8,2018-11-05 15:35:06.531
4296,93.0,2018-11-05 15:14:34.019
4297,89.0,2018-10-29 08:31:58.114
4298,93.6,2018-11-05 14:37:26.114
4299,92.4,2018-11-05 15:01:46.597
4300,104.0,2018-10-09 12:57:08.156
4301,91.8,2018-11-05 14:43:11.108
4302,134.0,2023-08-09 14:07:49.131
4303,89.8,2018-10-29 09:07:56.505
4304,128.0,2023-08-09 10:39:04.189
4305,89.8,2018-10-29 09:06:32.591
4306,133.0,2020-08-28 11:52:13.259
4307,119.0,2020-08-28 13:56:45.792
4308,129.0,2023-08-09 14:35:43.41
4309,101.0,2018-10-17 08:17:28.114
4310,90.8,2018-08-31 12:14:21.883
4311,115.0,2023-08-09 14:43:09.476
4312,86.0,2018-10-29 08:41:20.941
4313,108.0,2018-10-09 08:10:43.256
4314,15.5,2017-05-10 08:54:05.003
4315,97.6,2018-11-05 14:55:07.392
4316,95.0,2018-11-05 14:42:23.766
4317,140.0,2022-02-27 14:02:14.513
4318,129.0,2023-08-09 11:34:51.534
4319,85.6,2018-10-29 09:08:28.044
4320,86.8,2018-10-29 08:28:25.015
4321,95.4,2018-11-05 15:12:34.022
4322,103.0,2018-11-05 14:12:04.896
4323,84.6,2018-11-05 14:45:54.79
4324,135.0,2023-02-05 15:42:23.826
4325,107,2023-08-09 14:20:09.033
4326,113.0,2023-08-09 14:43:51.466
4327,93.6,2018-11-05 14:10:28.162
4328,91.8,2018-10-29 08:56:07.628
4329,100.0,2018-11-05 14:49:52.686
4330,97.2,2018-10-17 08:19:18.907
4331,75.0,2018-10-29 09:01:12.43
4332,83.8,2018-11-05 15:15:52.585
4333,86.0,2018-11-05 15:03:37.986
4334,84.8,2018-11-05 15:14:07.708
4335,101.0,2018-10-09 08:05:51.635
4336,107.0,2018-11-05 14:42:56.083
4337,114.0,2018-10-09 10:32:41.641
4338,86.6,2018-10-17 07:59:20.971
4339,79.6,2018-10-29 08:35:40.892
4340,102.0,2018-10-09 12:17:27.46
4341,91.0,2018-10-29 08:22:10.339
4342,100.0,2018-11-05 14:34:19.971
4343,83.2,2018-10-29 08:35:30.19
4344,98.2,2018-11-05 14:45:26.707
4345,16.7,2017-06-25 08:05:34.318
4346,100.0,2018-11-05 15:04:04.588
4347,92.2,2018-11-05 15:22:02.681
4348,94.0,2018-11-05 15:05:41.866
4349,91.2,2018-11-05 15:23:58.596
4350,93.0,2018-10-29 08:56:34.583
4351,79.6,2018-10-29 08:10:21.613
4352,98.8,2018-11-05 14:46:21.646
4353,81.0,2024-01-04 09:16:13.381
4354,92.2,2018-09-01 11:16:52.122
4355,96.6,2018-10-29 08:24:12.026
4356,93.6,2018-10-29 09:02:44.287
4357,93.0,2018-10-29 08:23:15.115
4358,96.8,2018-11-05 14:19:54.56
4359,128.0,2020-07-07 08:11:06.92
4360,99.4,2018-10-17 08:32:47.587
4361,80.6,2018-10-29 08:16:20.2
4362,75.2,2018-10-29 08:26:50.086
4363,81.0,2018-11-05 14:56:37.732
4364,103,2018-10-09 13:04:05.092
4365,102.0,2018-11-05 14:52:45.595
4366,102.0,2018-10-17 06:54:11.419
4367,96.6,2018-11-05 14:55:22.663
4368,114.0,2019-11-10 08:20:17.731
4369,99.2,2018-10-17 08:34:04.526
4370,142.0,2023-02-05 12:37:18.63
4371,85.0,2018-10-29 08:58:34.78
4372,96.0,2018-10-29 08:36:47.751
4373,78.8,2018-10-29 09:04:13.152
4374,91.2,2018-10-29 08:39:36.319
4375,89.6,2018-10-29 08:38:51.185
4376,83.0,2018-11-05 14:24:50.93
4377,86.8,2018-10-29 08:54:11.432
4378,118.0,2022-02-27 14:47:51.451
4379,118.0,2019-11-10 08:32:33.906
4380,98.6,2018-11-05 15:33:10.765
4381,99.6,2018-11-05 15:02:02.137
4382,173.0,2022-02-04 15:28:13.493
4383,86.6,2018-11-05 15:01:28.408
4384,94.8,2018-10-17 07:02:27.386
4385,125.0,2024-01-04 09:20:14.089
4386,98.0,2018-10-17 07:09:27.212
4387,137.0,2023-08-09 10:58:38.572
4388,99.6,2018-10-17 08:27:57.284
4389,102.0,2018-10-17 08:19:03.224
4390,93.6,2018-11-05 14:49:15.542
4391,96.8,2018-10-29 08:55:25.11
4392,91.6,2018-10-29 08:17:18.809
4393,83.0,2018-10-29 09:09:32.694
4394,88.0,2018-10-29 08:30:08.162
4395,79.0,2018-10-29 08:40:45.683
4396,111.0,2018-10-09 08:03:38.511
4397,104.0,2018-10-09 09:43:39.33
4398,88.2,2018-10-29 08:54:44.623
4399,99.6,2018-10-17 08:29:48.242
4400,94.0,2018-11-05 15:27:02.178
4401,105.0,2018-11-05 14:30:23.723
4402,104.0,2018-11-05 15:00:03.143
4403,94.6,2018-11-05 14:36:28.148
4404,91.4,2018-10-29 08:55:08.694
4405,97.8,2018-10-17 07:47:59.6
4406,159.0,2023-08-09 07:07:16.757
4407,77.8,2018-11-05 15:10:15.083
4408,51.0,2017-11-06 12:25:47.824
4409,77.0,2018-10-17 06:42:42.146
4410,102,2018-08-06 09:40:23.314
4411,95.4,2018-10-17 07:46:35.93
4412,90.0,2018-10-29 08:24:01.532
4413,143.0,2023-01-11 14:28:33.015
4414,87.4,2018-10-29 09:00:01.424
4415,80.8,2018-11-05 15:27:19.272
4416,81.8,2018-10-29 08:28:13.52
4417,94.2,2018-10-29 08:28:49.926
4418,101.0,2018-10-09 07:11:17.145
4419,156.0,2019-11-10 08:25:13.482
4420,93.2,2018-10-29 09:05:21.713
4421,101.0,2018-11-05 14:44:44.024
4422,83.0,2018-10-29 08:57:44.081
4423,89.0,2018-10-29 08:37:58.164
4424,99.4,2018-11-05 15:17:28.746
4425,90.8,2018-10-29 08:23:06.132
4426,97.8,2018-11-05 14:59:44.218
4427,144.0,2020-07-07 08:17:05.138
4428,101.0,2018-10-17 06:45:26.009
4429,98.6,2018-11-05 15:16:06.872
4430,112.0,2019-11-10 09:43:09.898
4431,89.0,2018-11-05 14:36:55.799
4432,101.0,2018-11-05 14:51:41.91
4433,113,2022-08-20 12:16:20.7
4434,110.0,2018-10-09 11:38:22.827
4435,108.0,2018-10-09 12:35:49.729
4436,96.4,2018-11-05 14:29:01.106
4437,88.4,2018-11-05 14:15:38.436
4438,95.4,2018-10-29 08:40:30.195
4439,17.4,2017-05-10 13:46:13.5
4440,122.0,2024-01-03 11:56:46.977
4441,98.0,2018-10-29 09:08:39.214
4442,87.4,2018-11-05 14:17:09.748
4443,75.0,2019-02-20 10:29:31.795
4444,81.0,2018-10-29 08:59:25.925
4445,110.0,2018-10-09 12:51:31.523
4446,92.0,2018-10-29 09:10:22.988
4447,88.0,2018-10-29 08:27:55.565
4448,103.0,2018-10-17 08:17:41.707
4449,90.0,2018-11-05 15:27:33.773
4450,83.6,2018-10-29 08:52:04.651
4451,88.8,2018-11-05 14:59:27.603
4452,95.2,2018-11-05 15:17:59.371
4453,90.2,2018-11-05 14:53:37.595
4454,91.0,2018-10-29 08:25:04.733
4455,101.0,2018-10-09 07:50:32.751
4456,86.0,2018-11-05 14:39:12.194
4457,92.6,2018-11-05 14:45:10.453
4458,95.0,2018-11-05 14:59:06.23
4459,75.6,2018-10-29 08:38:06.136
4461,"",
4466,"",
4467,"",
4468,55,2017-08-15 12:44:27.77
4469,56,2017-08-15 12:50:12.908
4478,133.0,2022-08-19 10:39:13.427
4479,"",
4480,119.0,2023-08-09 14:49:17.891
4482,130.0,2023-08-09 11:19:18.451
4483,91.2,2019-07-24 05:55:23.003
5464,58.0,2019-02-20 09:33:27.788
4484,141.0,2023-08-09 11:31:25.972
4485,102.0,2019-07-24 05:51:32.549
4486,"",
4487,"",
4488,48.8,2019-02-20 10:34:12.793
4489,135.0,2023-02-07 15:36:23.509
4490,75.4,2019-02-20 09:48:44.697
4491,60.2,2019-02-20 10:13:55.577
4492,160.0,2020-12-14 14:39:46.942
4493,62.6,2019-07-24 05:24:15.631
4494,"",
4495,135.0,2020-12-04 10:00:26.275
4496,81.0,2019-07-24 05:32:33.886
4497,58.6,2019-02-20 10:57:51.178
4498,101.0,2024-01-04 09:23:01.233
4499,"",
4500,77.0,2019-07-24 04:53:25.453
4501,86.8,2019-07-24 05:13:47.736
4502,129,2020-07-07 08:14:25.812
4503,"",
4504,106.0,2019-07-24 05:49:01.898
4505,93.5,2023-08-09 12:02:39.422
4506,64.6,2019-02-20 10:16:04.96
4507,115.0,2023-08-09 12:22:28.75
4508,"",
4509,69.6,2019-02-20 10:02:59.787
4510,76.2,2019-02-20 10:45:20.244
4511,76.8,2019-07-24 05:10:33.463
4512,"",
4513,94.2,2019-05-13 09:30:54.845
4514,81.2,2019-07-24 05:18:16.05
4515,68.2,2018-12-05 08:32:43.515
4516,"",
4517,71.4,2019-02-20 10:24:51.606
4518,51.2,2019-02-20 10:07:57.125
4519,77.6,2019-02-20 10:31:40.426
4520,16,2018-05-28 10:10:40.643
4521,60.8,2019-02-20 10:44:04.725
4522,60.2,2019-02-20 10:43:34.648
4523,"",
4524,67.6,2019-02-20 10:16:35.73
4525,"",
4526,"",
4527,47.2,2019-02-20 09:59:12.522
4528,61.8,2019-02-20 10:56:16.984
4529,53.8,2019-02-20 09:55:14.336
4530,62.4,2019-02-20 10:48:03.869
4531,"",
4532,55.8,2019-02-20 09:50:01.703
4533,151.0,2024-01-03 11:54:38.43
4534,63.2,2019-07-24 05:09:39.632
4535,77.8,2019-02-20 09:54:23.603
4536,76.6,2019-07-24 05:13:12.755
4537,"",
4538,56.8,2019-02-20 10:35:30.876
4540,87.4,2019-07-24 05:04:06.515
4541,79.2,2019-05-13 09:40:53.781
4542,86.8,2019-07-24 05:26:00.653
4543,75.4,2019-07-24 04:44:06.227
4545,71.0,2019-02-20 09:52:34.584
4546,98.8,2019-11-10 09:07:44.952
4547,72.8,2019-07-24 04:47:53.305
4548,"",
4549,56.2,2019-02-20 09:40:37.171
4550,"",
4551,102.0,2019-07-24 05:56:56.907
4552,57.6,2019-07-24 04:57:45.024
4553,57.8,2019-02-20 10:01:54.983
4554,71.2,2019-07-24 05:12:35.374
4555,84.8,2019-07-24 05:12:46.512
4556,62.4,2019-02-20 10:39:27.244
4557,"",
4558,119.0,2019-07-24 05:55:37.236
4559,107.0,2019-11-10 09:40:55.545
4560,74.0,2019-07-24 04:50:33.481
4561,"",
4562,67.0,2019-07-24 05:28:53.14
4563,62.0,2019-02-20 10:34:25.394
4564,76.6,2019-07-24 05:03:57.467
4565,76.4,2019-07-24 05:20:40.765
4566,139.0,2023-02-05 16:47:47.051
4567,56.8,2019-02-20 10:01:31.015
4568,65.0,2019-02-20 09:27:06.149
4569,"",
5465,65.6,2019-02-20 09:46:03.698
4570,107.0,2023-08-09 08:48:20.841
4571,73.2,2019-02-20 09:49:38.636
4572,81.2,2019-07-24 05:28:27.381
4573,65.8,2019-02-20 10:34:55.628
4574,45.2,2019-02-20 10:15:55.387
4575,75.0,2019-02-20 10:59:07.022
4576,"",
4577,66.2,2019-07-24 05:05:37.091
4578,66.2,2019-07-24 04:56:21.263
4579,58.2,2019-02-20 10:03:17.266
4580,54.6,2019-02-20 09:57:25.921
4581,"",
4582,"",
4583,67.6,2019-02-20 10:00:42.174
4584,113.0,2023-08-09 10:58:14.837
4585,99.0,2019-11-10 08:28:48.207
4586,"",
4587,154.0,2023-08-09 09:46:29.761
4588,94.8,2019-07-20 07:38:51.237
4589,69.2,2019-02-20 10:16:25.088
4590,76.2,2019-02-20 09:45:42.081
4591,82.2,2019-07-24 05:15:42.581
4592,82.0,2019-07-24 04:52:53.832
4593,60.8,2019-02-20 10:08:20.622
4594,"",
4595,"",
4596,"",
4597,73.2,2019-02-20 10:12:01.73
4598,61.6,2019-07-24 04:53:09.35
4599,"",
4600,72.2,2019-02-20 10:30:15.323
4601,116.0,2024-01-03 12:00:49.489
4602,52.6,2019-02-20 09:56:37.531
4603,67.8,2019-07-24 04:56:45.519
4604,"",
4605,"",
4606,"",
4607,66.4,2019-02-20 09:49:27.136
4608,65.8,2019-02-20 11:01:41.892
4609,68.8,2019-07-24 05:12:19.072
4610,68.2,2019-02-20 10:46:09.19
4611,"",
4612,76.2,2019-07-24 05:16:21.934
4613,56.8,2019-07-24 05:08:00.244
4614,0.0,
4615,106.0,2019-11-10 09:47:06.017
4616,"",
4617,184.0,2023-02-07 15:23:14.467
4618,70.0,2019-02-20 09:49:09.849
4619,69.2,2019-02-20 10:54:38.707
4620,117.0,2022-02-26 12:51:58.91
4621,113.0,2023-08-09 12:13:48.212
4622,76.4,2019-07-24 05:32:26.12
4623,"",
4624,77.4,2019-07-24 05:20:06.233
4625,73.6,2019-07-24 04:56:37.023
4626,"",
4627,"",
4628,64.6,2019-02-20 10:48:55.6
4629,82.0,2019-07-24 05:26:46.671
4630,99.2,2019-11-10 08:48:48.392
4631,50.4,2019-02-20 09:30:23.754
4632,"",
4633,69.0,2019-07-24 05:34:23.231
4634,83.0,2019-02-20 10:55:55.97
4635,113.0,2022-09-11 12:33:09.913
4636,70.8,2019-02-20 10:37:41.955
4637,"",
4638,"",
4639,"",
4640,48.2,2019-02-20 10:45:11.215
4641,59.8,2019-02-20 10:52:20.062
4642,"",
4643,99,2019-11-10 10:18:24.213
4644,117.0,2023-08-09 11:50:52.094
4645,54.2,2019-02-20 09:58:51.418
4646,75.2,2019-02-20 10:14:31.997
4647,84.2,2019-07-24 05:02:55.791
4648,105,2022-08-20 14:26:04.535
4649,"",
4650,"",
4651,"",
4652,59.8,2019-07-24 04:50:18.487
4653,"",
4654,110.0,2019-11-10 08:11:49.208
4655,112.0,2019-11-10 10:17:07.13
4656,63.8,2019-07-24 04:46:05.215
4657,61.8,2019-02-20 09:58:18.449
4658,69.2,2019-02-20 10:35:17.374
4659,94.0,2019-11-10 09:01:32.854
4660,68.8,2019-07-24 05:01:16.64
4661,108.0,2023-08-09 11:28:23.042
4662,72.8,2019-07-24 04:50:43.096
4663,69.0,2019-02-20 09:56:14.461
4664,82.8,2019-07-24 05:19:05.629
4665,"",
4666,74.2,2019-07-24 05:17:58.817
4667,59.6,2019-02-20 10:58:15.416
4668,84.0,2019-02-20 10:54:21.482
4669,"",
4670,60.2,2019-02-20 09:54:36.935
4671,"",
4672,66.6,2019-02-20 10:53:47.71
4673,50.4,2019-02-20 10:53:56.893
4674,97.0,2019-11-10 08:20:34.284
4675,"",
4676,130.0,2023-08-09 10:38:12.181
4677,"",
4678,"",
4679,"",
4680,74.2,2019-02-20 10:51:57.882
4681,66.0,2018-12-05 08:05:59.501
4682,"",
4683,"",
4685,87.2,2019-07-24 05:16:45.149
4686,"",
4687,50,2019-02-20 10:14:54.784
4688,63.6,2019-07-24 04:57:12.323
4690,"",
4692,85.6,2019-02-20 10:16:15.344
4693,"",
4694,"",
4695,"",
4696,"",
4697,86.2,2019-07-24 05:32:52.87
4698,"",
4699,49.2,2019-07-24 04:52:38.9
4700,"",
4701,76.2,2019-02-20 10:10:02.234
4702,126.0,2020-12-04 12:10:57.518
4703,"",
4704,77.6,2019-07-24 05:02:03.546
4705,85.6,2019-02-20 09:44:39.186
4706,"",
4707,"",
4708,"",
4709,70.0,2019-07-24 05:07:45.546
4710,45.4,2019-02-20 09:32:15.792
4711,76.4,2019-07-24 05:03:12.95
4712,126.0,2023-08-09 10:46:39.794
4713,"",
4714,64.0,2019-02-20 10:42:15.507
4715,111.0,2020-12-14 14:55:32.064
4716,85.6,2019-07-24 05:25:16.929
4717,"",
4718,85.2,2019-07-24 05:28:18.791
4719,122.0,2022-09-11 12:19:54.924
4720,83.0,2019-02-20 10:57:24.079
4721,189.0,2023-02-07 15:03:28.041
4722,"",
4723,86.6,2019-07-24 04:57:21.212
4724,"",
4725,"",
4726,117.0,2020-12-04 11:18:16.137
4727,"",
4728,"",
4729,112.0,2019-07-24 05:51:10.078
4730,"",
4731,"",
4732,"",
4733,"",
4734,48.8,2019-02-20 09:41:36.919
4735,"",
4736,"",
4737,123.0,2023-08-09 10:35:41.149
4738,76.4,2019-07-24 05:18:07.832
4739,62.8,2019-07-24 05:07:52.319
4740,65.2,2019-02-20 11:02:10.892
4741,50.2,2019-02-20 10:54:30.073
4742,72.6,2019-02-20 10:06:57.975
4743,"",
4744,"",
4745,"",
4746,"",
4747,84.0,2019-07-24 05:09:29.946
4748,132.0,2024-01-02 11:47:20.634
4749,"",
4750,99.8,2019-11-10 09:17:35.91
4751,64.2,2019-02-20 10:41:47.227
4752,55.6,2019-02-20 09:35:30.809
4753,"",
4754,86.0,2019-07-24 05:31:25.538
4755,"",
4756,136.0,2020-12-14 15:17:50.815
4757,"",
4758,"",
4759,"",
4760,"",
4761,107.0,2022-09-11 14:25:36.748
4762,67.4,2019-02-20 10:09:08.182
4763,55.0,2019-02-20 09:48:33.902
4764,58.6,2019-02-20 09:45:52.691
4765,65.8,2019-02-20 10:02:18.361
4766,115.0,2023-08-09 12:17:09.704
4767,81.0,2019-07-24 05:09:21.827
4768,77.4,2019-07-24 05:34:59.607
4769,63.0,2019-07-24 05:24:51.499
4770,"",
4771,"",
4772,80.8,2019-07-24 05:16:33.245
4773,"",
4774,"",
4775,"",
4776,46.2,2019-02-20 09:38:48.264
4777,"",
4778,"",
4779,"",
4780,"",
4781,"",
4782,107.0,2019-11-10 11:17:44.096
4783,68.8,2019-07-24 05:14:53.68
4784,54.8,2019-02-20 10:38:52.176
4785,77.2,2019-07-24 05:01:42.925
4786,"",
4787,61.8,2019-02-20 10:57:38.534
4788,"",
4789,"",
4790,141.0,2020-12-04 12:16:11.082
4791,86.4,2019-07-24 05:06:10.484
4792,"",
4793,"",
4794,83.0,2019-02-20 10:33:02.936
4795,64.0,2019-02-20 09:39:29.208
4796,82.6,2019-07-24 05:11:32.318
4797,"",
4798,59.2,2019-07-24 05:02:19.653
4799,70.0,2019-07-24 04:57:37.547
4800,77.0,2019-07-24 05:31:57.173
4801,"",
