animal_id,tag,rfid,dob,sex,breed_date,dam,dam_date
3470,OR0521,964001015704385,2016-03-12 00:00:00,Wether,,10016,2016-06-15 13:55:04.463
3471,OR0729,964001015704384,2016-03-12 00:00:00,Wether,,10016,2016-06-15 13:55:26.689
3472,OR0652,964001015704386,2016-03-12 00:00:00,Wether,,14036,2017-02-27 14:24:14.959
3473,16071,964001015704387,2016-03-12 00:00:00,Female,2018-08-03 21:34:35.219,14036,2017-02-27 13:43:54.05
3474,16144,964001015704389,2016-03-12 00:00:00,Female,2018-08-03 21:34:35.353,14026,2017-02-27 13:52:09.017
3475,OR0622,964001015704388,2016-03-12 00:00:00,Wether,,14026,2017-02-27 14:21:53.359
3476,16136,964001015704390,2016-03-13 00:00:00,Female,2018-08-12 08:50:06.265,14100,2016-07-18 12:48:43.504
3477,OR0589,964001015704570,2016-03-12 00:00:00,Wether,,13025,2017-02-27 14:18:51.276
3478,13044ADEAD,964001015704395,2016-03-12 00:00:00,Female,,13044,2018-06-13 08:59:58.998
3479,OR0595,964001015704394,2016-03-12 00:00:00,Wether,,13044,2017-02-27 14:19:48.482
3480,16247,964001015704393,2016-03-12 00:00:00,Female,2021-08-28 14:04:38.243,14083,2017-02-27 14:07:45.699
3481,16125,964001015704396,2016-03-12 00:00:00,Female,2021-08-28 09:29:43.604,14083,2017-02-27 13:48:53.164
3482,16130,964001015704397,2016-03-12 00:00:00,Female,2018-08-12 08:50:06.136,14061,2017-02-27 13:49:50.823
3483,OR0676,964001015704398,2016-03-12 00:00:00,Female,,14061,2017-02-27 14:27:07.319
3484,16160,964001015704399,2016-03-12 00:00:00,Female,2018-08-12 08:50:06.705,14046,2017-02-27 13:53:44.196
3485,16128,964001015704400,2016-03-12 00:00:00,Female,2018-08-03 21:34:35.265,13050,2017-02-27 13:49:37.263
3486,OR0689,964001015704401,2016-03-12 00:00:00,Wether,,14005,2016-08-29 09:39:36.826
3487,OR0769,964001015704352,2016-03-12 00:00:00,Wether,,14005,2017-02-27 14:10:36.616
3488,036,964001015704353,2016-03-12 00:00:00,Male,,14085,2016-04-29 15:26:44.583
3489,16249,964001015704354,2016-03-12 00:00:00,Female,2018-08-03 21:34:35.446,14053,2017-02-27 14:07:59.336
3490,16045,964001015704355,2016-03-12 00:00:00,Female,2018-08-12 09:50:04,14053,2017-02-27 14:42:01
3491,16141,964001017737990,2016-03-12 00:00:00,Female,2018-08-12 08:50:06.395,14119,2016-05-04 14:43:18.138
3492,OR0661,964001015704358,2016-03-11 00:00:00,Wether,,14033,2017-02-27 14:25:02.3
3493,OR0780,964001015704357,2016-03-11 00:00:00,Wether,,14033,2017-02-27 14:57:05.434
3494,16079,964001015704359,2016-03-13 00:00:00,Female,2018-08-03 21:34:35.493,13064,2016-03-14 13:10:56.557
3495,OR0522,964001015704360,2016-03-13 00:00:00,Wether,,13070,2016-03-14 13:18:25.857
3496,16122,964001015704361,2016-03-13 00:00:00,Female,2018-08-03 21:34:35.543,14012,2017-02-27 13:48:15.553
3497,OR0552,964001015704351,2016-03-13 00:00:00,Wether,,14012,2016-03-14 13:23:51.612
3498,16024,964001015704350,2016-03-13 00:00:00,Female,2018-08-12 08:50:03.833,14040,2016-03-14 13:27:45.791
3499,16172,964001015704349,2016-03-13 00:00:00,Female,2018-08-12 08:50:06.834,14040,2016-03-14 13:29:17.142
3500,OR0550,964001015704342,2016-03-13 00:00:00,Wether,,13017,2016-03-14 13:50:52.883
3501,13017BB,964001015704348,2016-03-13 00:00:00,Wether,,13017,2016-03-14 13:50:24.942
3502,030,964001015704343,2016-03-13 00:00:00,Male,,9022,2016-03-14 14:37:33.998
3503,16252,964001015704347,2016-03-14 00:00:00,Female,2018-08-03 21:34:35.726,13041,2016-03-17 10:13:46.794
3504,OR0701,964001015704346,2016-03-14 00:00:00,Wether,,13041,2016-03-17 10:12:52.749
3505,OR0766,964001015704344,2016-03-15 00:00:00,Wether,,11035,2016-03-17 10:30:23.223
3506,16255,964001015704345,2016-03-15 00:00:00,Female,2018-08-03 21:34:35.773,11035,2016-03-17 10:29:24.139
3507,OR0672,964001015704341,2016-03-14 00:00:00,Wether,,9006,2016-03-17 10:37:13.257
3508,16142,964001015704340,2016-03-12 00:00:00,Female,2018-08-03 21:34:35.311,14095,2016-03-17 10:54:25.61
3509,14095BDEAD,964001015704339,2016-03-15 00:00:00,Female,,14095,2016-03-17 10:53:43.508
3510,OR0696,964001015704337,2016-03-15 00:00:00,Wether,,12106,2016-03-17 10:59:41.924
3511,OR0609,964001015704338,2016-03-15 00:00:00,Wether,,12106,2016-03-17 11:10:08.716
3512,16225,964001015704336,2016-03-16 00:00:00,Female,2018-08-03 21:34:35.814,12111,2016-03-17 11:15:53.617
3513,16105,964001015704335,2016-03-16 00:00:00,Female,2018-08-12 08:52:37.519,12111,2016-03-17 11:20:03.525
3514,16072,964001015704333,2016-03-14 00:00:00,Female,2018-08-03 21:34:35.64,14051,2016-03-17 11:27:13.691
3515,16077,964001015704334,2016-03-14 00:00:00,Female,2018-08-12 08:49:53.487,14051,2016-03-17 11:31:58.519
3516,OR0772,964001015704332,2016-03-13 00:00:00,Wether,,13029,2016-03-17 11:40:42.239
3517,16054,964001015704331,2016-03-13 00:00:00,Female,2018-08-12 09:50:04,13029,2016-03-17 12:44:32
3518,16221,964001015704330,2016-03-13 00:00:00,Female,2021-08-28 15:39:34.798,14015,2016-03-17 11:51:31.718
3519,16217,964001015704329,2016-03-13 00:00:00,Female,2018-08-03 21:34:35.597,14015,2016-03-17 11:53:57.688
3520,OR0549,964001015704328,2016-03-13 00:00:00,Wether,,14131,2016-03-17 11:58:13.126
3521,OR0581,964001015704326,2016-03-17 00:00:00,Wether,,9015,2016-06-15 13:34:47.248
3522,OR0663,964001015704327,2016-03-17 00:00:00,Wether,2018-08-12 11:14:09.849,9015,2016-06-15 13:35:26.502
3523,16109,964001015704325,2016-03-17 00:00:00,Female,2018-08-12 13:38:39,12055,2017-02-27 13:47:03
3524,16203,964001015704324,2016-03-17 00:00:00,Female,2018-08-12 08:50:07.399,12055,2017-02-27 14:00:20.23
3525,16176,964001015704323,2016-03-17 00:00:00,Female,,11021,2016-06-15 14:10:22.963
3526,16181,964001015704322,2016-03-17 00:00:00,Female,2018-08-03 21:34:35.952,11021,2016-06-15 14:10:54.87
3527,16257,964001015704301,2016-03-17 00:00:00,Female,2018-08-03 21:34:35.996,14108,2017-02-27 14:08:43.907
3528,16124,964001015704300,2016-03-17 00:00:00,Female,2021-08-27 11:37:43.192,14108,2017-02-27 13:48:31.708
3529,16039,964001015704299,2016-03-17 00:00:00,Female,2018-08-12 08:49:53.35,14010,2017-02-27 13:41:14.386
3530,OR0574,964001015704298,2016-03-17 00:00:00,Wether,,14010,2017-02-27 14:16:49.772
3531,16245,964001035779117,2016-03-17 00:00:00,Female,2018-08-12 08:50:08.102,14055,2017-02-27 14:07:26.948
3532,OR0762,964001015704296,2016-03-17 00:00:00,Wether,,14055,2017-02-27 14:42:41.487
3534,OR0632,964001015704295,2016-03-20 00:00:00,Wether,,14028,2017-02-27 14:22:50.577
3535,028,964001015704294,2016-03-19 00:00:00,Male,,12105,2016-04-29 15:12:47.889
3536,16235,964001015704539,2016-03-19 00:00:00,Female,2018-08-12 08:50:07.84,12058,2016-06-18 09:49:00.369
3537,16120,964001017737894,2016-03-20 00:00:00,Female,2018-08-12 08:50:05.807,12057,2016-03-21 11:51:45.499
3538,OR0774,964001015704282,2016-03-24 00:00:00,Wether,,14050,2016-08-15 13:53:23.887
3539,16098,964001015704283,2016-03-18 00:00:00,Female,2018-08-07 07:55:11.83,14105,2017-02-27 13:46:22.773
3540,16057,964001035779222,2016-03-18 00:00:00,Female,2018-08-12 08:50:04.692,12079,2016-08-26 13:00:07.97
3541,OR0713,964001015704285,2016-03-18 00:00:00,Wether,,12079,2016-08-26 13:00:49.398
3542,16139,964001027784761,2016-03-17 00:00:00,Female,2018-08-12 08:50:06.309,14035,2017-02-27 13:51:36.009
3543,OR0732,964001015704288,2016-03-19 00:00:00,Wether,,12100,2016-08-26 12:56:52.636
3544,OR0692,964001015704289,2016-03-21 00:00:00,Wether,,12100,2016-08-26 12:57:18.832
3545,16038,964001015704291,2016-03-18 00:00:00,Female,2018-08-03 21:34:36.126,14057,2017-02-27 13:40:58.12
3546,16261,964001015704290,2016-03-18 00:00:00,Female,2018-08-12 08:50:08.327,14057,2017-02-27 14:08:58.9
3547,OR0773,964001015704260,2016-03-18 00:00:00,Wether,,14013,2017-02-27 14:51:04.019
3548,OR0681,964001015704261,2016-03-18 00:00:00,Female,,14013,2017-02-27 14:27:33.104
3549,OR0683,964001015704259,2016-03-18 00:00:00,Wether,,14128,2016-05-04 14:35:32.43
3550,16151,964001015704258,2016-03-18 00:00:00,Female,2018-08-03 21:34:36.175,14128,2016-05-04 14:35:09.811
3551,029,964001015704257,2016-03-20 00:00:00,Male,,12088,2016-04-29 15:10:31.599
3552,OR0646,964001015704256,2016-03-21 00:00:00,Wether,,12046,2016-06-14 09:33:41.16
3553,16076,964001015704254,2016-03-20 00:00:00,Female,2018-08-12 12:32:35.63,12039,2016-06-20 14:02:35.27
3554,OR0620,964001015704255,2016-03-20 00:00:00,Wether,,12039,2016-06-20 14:02:57.597
3555,OR0668,964001015704252,2016-03-20 00:00:00,Wether,,14121,2016-05-04 14:42:02.256
3556,OR0590,964001015704253,2016-03-20 00:00:00,Wether,,14121,2016-05-04 14:41:08.102
3557,OR0743,964001015704244,2016-03-21 00:00:00,Wether,,14089,2016-08-19 12:54:44.758
3558,OR0665,964001015704243,2016-03-20 00:00:00,Wether,,14089,2017-02-27 14:26:02.589
3559,OR0582,964001015704242,2016-03-22 00:00:00,Wether,,12032,2016-06-20 13:55:47.465
3560,16204,964001015704245,2016-03-22 00:00:00,Female,2018-08-12 08:50:07.443,12032,2016-06-20 13:56:43.979
3561,OR0604,964001015704246,2016-03-20 00:00:00,Wether,,12032,2016-06-20 13:57:18.7
3562,OR0606,964001015704251,2016-03-21 00:00:00,Wether,,10008,2016-06-15 13:49:02.677
3563,16099,964001015704250,2016-03-21 00:00:00,Female,2018-08-12 08:50:05.538,10008,2016-06-15 13:49:31.047
3564,OR0785,964001015704249,2016-03-21 00:00:00,Female,,14115,2017-02-27 15:00:29.46
3565,16174,964001027783535,2016-03-21 00:00:00,Female,2018-08-12 08:50:06.926,14018,2017-02-27 13:56:12.132
3566,16004,964001015704247,2016-03-21 00:00:00,Female,2018-08-12 08:52:37.12,14018,2017-02-27 13:38:42.601
3567,OR0551,964001015704221,2016-03-20 00:00:00,Wether,,11019,2016-04-29 14:43:12.989
3568,OR0547,964001015704219,2016-03-21 00:00:00,Wether,,13019,2017-02-27 14:14:24.235
3569,OR0610,964001015704220,2016-03-21 00:00:00,Wether,,13019,2017-02-27 14:21:10.228
3570,16230,964001015704218,2016-03-21 00:00:00,Female,2021-08-28 13:48:43.176,14064,2017-02-27 14:05:45.773
3571,16135,964001017737984,2016-03-21 00:00:00,Female,2018-08-12 08:50:06.223,14064,2017-02-27 13:50:39.517
3572,16173,964001035779226,2016-03-21 00:00:00,Female,2021-08-28 15:26:03.767,14115,2017-02-27 13:55:34.141
3573,16150,964001015704212,2016-03-21 00:00:00,Female,2018-08-03 21:34:36.359,14027,2016-08-29 10:18:02.694
3574,OR0750,964001015704215,2016-03-21 00:00:00,Wether,,14027,2016-08-29 10:18:25.903
3575,OR0760,964001015704214,2016-03-21 00:00:00,Wether,,12014,2016-06-15 14:50:56.441
3576,OR0558,964001015704213,2016-03-21 00:00:00,Wether,,12014,2016-06-15 14:51:23.471
3577,OR0593,964001015704210,2016-03-23 00:00:00,Wether,,14042,2016-03-24 08:38:27.29
3578,14042BB,964001015704209,2016-03-23 00:00:00,Female,,14042,2016-03-24 08:39:12.018
3579,OR0560,964001015704211,2016-03-23 00:00:00,Wether,,14042,2016-03-30 17:59:02.204
3580,16237,964001015704208,2016-03-20 00:00:00,Female,2018-08-03 21:34:36.316,14050,2016-03-24 08:54:30.701
3581,16234,964001015704207,2016-03-20 00:00:00,Female,2018-08-03 21:34:36.268,14050,2016-03-24 08:56:11.709
3582,OR0625,964001015704206,2016-03-22 00:00:00,Wether,,14093,2016-03-24 09:11:01.539
3583,OR0605,964001015704205,2016-03-22 00:00:00,Wether,,14093,2016-03-24 09:13:46.707
3584,OR0539,964001015704204,2016-03-22 00:00:00,Wether,,14030,2016-03-24 09:21:03.423
3585,OR0703,964001015704203,2016-03-22 00:00:00,Wether,,14030,2016-03-24 09:23:07.443
3586,OR0651,964001015704202,2016-03-23 00:00:00,Wether,,12037,2016-03-24 09:32:19.37
3587,16186,964001015704181,2016-03-23 00:00:00,Female,2018-08-03 21:34:36.548,12037,2016-03-24 09:38:52.765
3588,16085SGM,964001015704178,2016-03-22 00:00:00,Female,2018-08-03 21:34:36.409,13081,2016-03-24 09:48:21.535
3589,OR0776,964001015704179,2016-03-22 00:00:00,Wether,,13081,2016-03-24 09:52:33.643
3590,16017,964001015704180,2016-03-22 00:00:00,Female,2021-08-28 12:38:53.019,13081,2016-03-24 09:55:59.848
3591,OR0649,964001015704171,2016-03-22 00:00:00,Wether,,12101,2016-03-24 10:04:59.905
3592,16194,964001015704168,2016-03-22 00:00:00,Female,2018-08-03 21:34:36.454,12101,2016-03-24 10:08:30.412
3593,16273,964001027783946,2016-03-22 00:00:00,Female,2018-08-12 12:35:31,12084,2016-03-24 10:19:41
3594,16164,964001027784470,2016-03-22 00:00:00,Female,2018-08-12 08:50:06.749,12084,2017-02-27 13:54:28.667
3595,OR0770,964001015704177,2016-03-22 00:00:00,Wether,,12009,2016-06-15 14:42:50.226
3596,16238,964001015704176,2016-03-22 00:00:00,Female,2018-08-12 09:50:07,12009,2016-06-15 15:43:17
3597,OR0657,964001015704175,2016-03-22 00:00:00,Wether,,12107,2016-04-29 15:13:48.916
3598,16081,964001027783497,2016-03-22 00:00:00,Female,2018-08-12 08:52:37.341,12107,2017-02-27 13:44:41.721
3599,O0759,964001015704172,2016-03-22 00:00:00,Wether,,10011,2016-06-15 13:52:01.644
3600,OR0726,964001015704173,2016-03-22 00:00:00,Wether,,10011,2016-06-15 13:52:37.571
3601,16053,964001027784177,2016-03-22 00:00:00,Female,2018-08-12 08:50:04.562,11050,2016-06-15 14:31:48.278
3602,OR0755,964001015704165,2016-03-22 00:00:00,Wether,,14074,2017-02-27 14:40:53.748
3603,OR0717,964001015704166,2016-03-22 00:00:00,Wether,,14074,2017-02-27 14:30:23.304
3604,16107,964001015704164,2016-03-22 00:00:00,Female,2021-08-27 16:11:46.304,10014,2016-04-29 14:40:32
3605,OR0530,964001015704163,2016-03-22 00:00:00,Wether,,10014,2016-06-15 13:54:07.466
3606,OR0616,964001015704162,2016-03-22 00:00:00,Wether,,14025,2017-02-27 14:21:23.296
3607,16254,964001015704272,2016-03-22 00:00:00,Female,2018-08-12 08:50:08.241,14025,2017-02-27 14:08:25.925
3608,16013,964001015704275,2016-03-24 00:00:00,Female,2018-08-03 21:34:36.594,11012,2016-06-15 14:06:49.923
3609,16184,964001015704274,2016-03-24 00:00:00,Female,2018-08-12 08:50:07.102,11012,2016-06-15 14:07:06.027
3610,16097,964001027785009,2016-03-24 00:00:00,Female,2018-08-12 08:50:05.495,11012,2016-03-30 18:30:24.834
3611,OR0655,964001015704276,2016-03-23 00:00:00,Wether,,12053,2016-04-29 15:05:47.672
3612,OR0596,964001015704277,2016-03-23 00:00:00,Wether,,12053,2017-02-27 14:20:02.56
3613,OR0709,964001015704278,2016-03-23 00:00:00,Wether,,12024,2016-06-20 13:49:44.488
3614,OR0711,964001015704279,2016-03-23 00:00:00,Wether,,12024,2016-06-20 13:50:11.792
3615,16074,964001015704281,2016-03-24 00:00:00,Female,2018-08-12 08:50:05.232,11042,2016-03-25 07:49:40.584
3616,16042,964001015704280,2016-03-24 00:00:00,Female,2018-08-12 08:52:37.207,11042,2016-03-25 07:52:20.632
3617,OR0742,964001015704271,2016-03-24 00:00:00,Wether,,11042,2016-03-25 07:54:13.956
3618,16080,964001015704269,2016-03-24 00:00:00,Female,,14039,2016-03-25 08:05:23.278
3619,OR0611,964001015704270,2016-03-24 00:00:00,Wether,,14039,2016-03-25 08:06:58.449
3620,OR0541,964001015704268,2016-03-24 00:00:00,Wether,,11023,2016-03-25 08:18:23.452
3621,OR0623,964001015704267,2016-03-24 00:00:00,Wether,,11023,2016-03-25 08:20:15.979
3622,OR0526,964001015704265,2016-03-24 00:00:00,Wether,,14016,2016-03-25 08:28:13.45
3623,16069,964001015704266,2016-03-24 00:00:00,Female,2018-08-12 08:52:37.298,14016,2016-03-25 08:30:31.371
3624,OR0714,964001015704264,2016-03-24 00:00:00,Female,,12038,2016-03-25 09:03:06.619
3625,16103,964001015704262,2016-03-26 00:00:00,Female,2018-08-03 21:41:11.572,12025,2016-06-20 13:48:30.89
3626,OR0775,964001015704263,2016-03-26 00:00:00,Wether,,12025,2016-06-20 13:48:56.126
3627,16052,964001015704232,2016-03-26 00:00:00,Female,2021-08-28 09:56:11.991,14070,2017-02-27 13:42:15.658
3628,OR0708,964001015704233,2016-03-26 00:00:00,Wether,,14060,2017-02-27 14:29:55.399
3629,14060B,964001015704234,2016-03-26 00:00:00,Wether,,14060,2024-01-12 11:26:29.73
3630,16043,964001015704235,2016-03-26 00:00:00,Female,2018-08-12 08:50:04.268,11010,2016-06-15 14:05:51.16
3631,16065,964001035779224,2016-03-26 00:00:00,Female,2018-08-12 08:50:04.983,11010,2016-06-15 14:06:14.95
3632,OR0782,964001015704237,2016-03-26 00:00:00,Wether,,12121,2016-06-20 12:12:29.705
3633,16171,964001015704238,2016-03-26 00:00:00,Female,2018-08-07 10:25:29.315,12121,2016-06-20 12:12:52.699
3634,OR0614,964001015704239,2016-03-25 00:00:00,Wether,,12123,2016-06-20 12:13:43.855
3635,16106,964001035779447,2016-03-25 00:00:00,Female,2018-08-12 08:50:05.679,12123,2016-06-20 12:14:06.103
3636,OR0572,964001015704241,2016-03-26 00:00:00,Wether,,12091,2016-05-27 12:01:55.951
3637,16082,964001015704222,2016-03-26 00:00:00,Female,2018-08-03 21:34:36.688,12091,2017-02-27 13:44:58.795
3638,16041,964001015704223,2016-03-25 00:00:00,Female,2018-08-12 08:50:04.225,14097,2017-02-27 13:41:27.834
3639,16208,964001015704224,2016-03-26 00:00:00,Female,2018-08-12 08:50:07.574,13088,2017-02-27 14:00:50.287
3640,16146,964001015704225,2016-03-26 00:00:00,Female,2018-08-12 08:52:37.644,13088,2017-02-27 13:52:42.835
3641,16016,964001015704226,2016-03-27 00:00:00,Female,2018-08-12 08:50:03.701,12047,2016-08-26 13:35:47.292
3642,16121,964001015704227,2016-03-27 00:00:00,Female,2018-08-07 14:00:11.515,12047,2016-08-26 13:36:20.518
3643,16223,964001015704228,2016-03-25 00:00:00,Female,2018-08-12 09:52:37,12104,2017-02-27 15:03:58
3644,16191,964001015704229,2016-03-25 00:00:00,Female,2018-08-07 13:37:22.284,12104,2017-02-27 13:59:54.291
3645,OR0707,964001015704230,2016-03-25 00:00:00,Wether,,14125,2016-05-04 14:38:55.748
3646,OR0682,964001015704231,2016-03-25 00:00:00,Wether,,14125,2016-05-04 14:38:12.908
3647,OR0647,964001015704182,2016-03-29 00:00:00,Wether,,12013,2016-06-15 14:46:46.201
3648,16242,964001015704183,2016-03-29 00:00:00,Female,2018-08-12 08:50:08.015,12013,2016-06-15 14:47:02.979
3649,043,964001015704184,2016-03-29 00:00:00,Male,,12082,2016-04-29 15:08:48.233
3650,16206,964001015704189,2016-03-29 00:00:00,Female,2018-08-12 08:50:07.528,12016,2016-06-15 14:52:15.79
3651,16265,964001015704188,2016-03-29 00:00:00,Female,2018-08-12 08:50:08.371,12016,2016-06-15 14:52:48.954
3652,16149,964001015704185,2016-03-28 00:00:00,Female,2021-08-28 13:22:37.365,12034,2016-06-20 11:51:42.746
3653,OR0685,964001015704186,2016-03-25 00:00:00,Wether,,9014,2016-06-15 13:33:11.263
3654,046,964001015704187,2016-03-03 00:00:00,Male,,14072,2016-09-07 12:48:40.977
3655,OR0725,964001015704190,2016-03-29 00:00:00,Wether,,12005,2016-06-15 14:34:01.403
3656,16165,964001015704191,2016-03-29 00:00:00,Female,2018-08-03 21:34:37.069,12005,2016-06-15 14:34:19.652
3657,OR0747,964001015704201,2016-03-25 00:00:00,Wether,,14120,2016-05-04 14:42:43.657
3658,16087,964001015704200,2016-03-28 00:00:00,Female,2018-08-03 21:34:36.826,14062,2017-02-27 13:45:21
3659,OR0567,964001015704198,2016-03-27 00:00:00,Wether,,12001,2016-06-15 14:32:29.427
3660,16014,964001027784344,2016-03-25 00:00:00,Female,2018-08-12 08:49:53.263,14052,2016-03-30 17:38:47.099
3661,16012,964001015704196,2016-03-29 00:00:00,Female,2018-08-12 08:50:03.596,14129,2016-03-30 18:13:58.285
3662,OR0546,964001015704194,2016-03-29 00:00:00,Wether,,14129,2016-03-30 18:19:14.858
3663,OR0559,964001015704195,2016-03-26 00:00:00,Wether,,14099,2016-03-30 18:38:32.661
3664,OR0571,964001015704192,2016-03-29 00:00:00,Wether,,11006,2016-06-15 14:04:34.087
3665,11006B,964001015704193,2016-03-29 00:00:00,Female,,11006,2016-06-15 14:05:02.668
3666,OR0720,964001015704142,2016-03-29 00:00:00,Wether,,14096,2016-07-18 12:58:14.632
3667,OR0734,964001015704143,2016-03-29 00:00:00,Wether,,14096,2017-02-27 14:31:48.017
3668,16211,964001015704144,2016-03-28 00:00:00,Female,,14007,2017-02-27 14:01:16.149
3669,16154,964001015704145,2016-03-28 00:00:00,Female,2018-08-03 21:34:36.932,14007,2017-02-27 13:53:18.565
3670,OR0597,964001015704147,2016-03-27 00:00:00,Wether,,14082,2017-02-27 14:20:14.528
3671,16061,964001015704146,2016-03-27 00:00:00,Female,2018-08-03 21:34:36.735,14082,2017-02-27 13:42:48.056
3672,16159,964001015704149,2016-03-29 00:00:00,Female,2018-08-12 08:52:37.689,14009,2016-03-30 20:00:09.34
3673,16156,964001015704148,2016-03-29 00:00:00,Female,2018-08-12 08:50:06.661,14009,2016-03-30 20:03:21.604
3674,16091,964001015704151,2016-03-28 00:00:00,Female,2018-08-12 08:50:05.363,9007,2016-03-30 20:15:11.17
3675,9007B,964001015704150,2016-03-28 00:00:00,Wether,,9007,2016-03-30 20:20:42.125
3676,OR0523,964001015704161,2016-03-28 00:00:00,Wether,,14122,2016-03-30 20:39:56.729
3677,16113,964001015704160,2016-03-28 00:00:00,Female,2018-08-03 21:34:36.869,14122,2016-03-30 20:31:33.669
3678,16067,964001035779381,2016-03-28 00:00:00,Female,2018-08-12 08:49:53.392,14122,2016-03-30 20:46:03.035
3679,OR0578,964001015704152,2016-03-28 00:00:00,Wether,,12063,2016-03-30 20:53:26.55
3680,16158,964001015704158,2016-03-28 00:00:00,Female,2018-08-03 21:34:36.979,14102,2016-03-30 20:59:49.428
3681,OR0680,964001015704522,2016-03-28 00:00:00,Wether,,14102,2016-03-30 21:03:06.12
3682,OR0586,964001015704156,2016-03-29 00:00:00,Wether,,13049,2016-03-30 21:23:35.055
3683,OR0618,964001015704155,2016-03-29 00:00:00,Wether,,13049,2016-03-30 21:27:52.577
3684,OR0588,964001015704154,2016-03-29 00:00:00,Wether,,9013,2016-03-31 13:12:01.425
3685,16078,964001023946361,2016-03-29 00:00:00,Female,2021-08-28 14:31:33.552,9013,2016-03-31 13:17:34.973
3686,9013C,964001015704131,2016-03-29 00:00:00,Wether,,9013,2016-03-31 13:21:04.726
3687,OR0671,964001015704122,2016-03-30 00:00:00,Female,,14059,2016-03-31 15:05:17.167
3688,OR0643,964001015704123,2016-03-29 00:00:00,Female,2018-10-10 12:27:28.356,14077,2016-03-31 15:41:37.245
3689,OR0718,964001015704125,2016-03-29 00:00:00,Wether,,14077,2016-03-31 15:52:06.922
3690,OR0778,964001015704124,2016-03-29 00:00:00,Female,2018-08-03 21:34:37.116,14077,2016-03-31 15:56:12.038
3691,OR0698,964001015704126,2016-03-30 00:00:00,Wether,,14014,2016-03-31 16:04:30.643
3692,OR0624,964001015704127,2016-03-29 00:00:00,Wether,,12005,2016-03-31 16:12:59.92
3693,12064ADEAD,964001015704129,2016-03-30 00:00:00,Wether,,12064,2016-03-31 16:21:42.11
3694,OR0607,964001015704540,2016-03-30 00:00:00,Wether,,12064,2016-03-31 16:27:02.366
3695,16241,964001035779153,2016-03-30 00:00:00,Female,2018-08-12 08:52:38.049,14067,2016-03-31 16:35:57.361
3696,OR0548,964001015704132,2016-03-30 00:00:00,Wether,,14067,2016-03-31 16:39:13.022
3697,OR0733,964001015704133,2016-03-30 00:00:00,Wether,,14067,2016-03-31 16:42:56.731
3698,16133,964001015704135,2016-03-30 00:00:00,Female,2018-08-12 08:52:37.602,14011,2017-02-27 13:50:25.368
3699,16050,964001015704134,2016-03-30 00:00:00,Female,2018-08-03 21:34:37.159,14011,2016-07-18 12:01:35.973
3700,16033,964001015704136,2016-03-31 00:00:00,Female,,11003,2016-06-15 14:03:52.995
3701,16101,964001015704137,2016-03-31 00:00:00,Female,2021-08-28 13:42:51.303,14087,2017-02-27 13:46:36.255
3702,OR0771,964001015704138,2016-03-31 00:00:00,Wether,,14087,2017-02-27 14:46:23.005
3703,OR0767,964001015704141,2016-04-02 00:00:00,Wether,,9004,2016-04-03 17:37:33.07
3704,OR0658,964001015704140,2016-04-02 00:00:00,Wether,,9004,2016-04-03 17:41:28.714
3705,OR0786,964001015704139,2016-04-02 00:00:00,Female,2018-08-03 21:34:37.29,9004,2016-04-03 17:45:06.25
3706,OR0602,964001015704681,2016-03-31 00:00:00,Wether,,12045,2016-06-20 11:47:38.516
3707,16083,964001015704680,2016-03-31 00:00:00,Female,2018-08-03 21:34:37.247,12045,2016-04-03 17:59:04.765
3708,OR0157,964001015704679,2016-04-01 00:00:00,Wether,,12042,2016-04-03 18:12:36.677
3709,16263,964001015704678,2016-04-01 00:00:00,Female,,12042,2016-04-03 18:17:27.345
3710,OR0656,964001015704677,2016-04-01 00:00:00,Wether,,14065,2016-05-27 12:04:34.355
3711,OR0659,964001015704676,2016-04-01 00:00:00,Wether,,14065,2016-04-03 18:27:41.197
3712,16031,964001015704675,2016-04-01 00:00:00,Female,2018-08-12 08:50:04.009,12028,2016-04-03 18:32:43.666
3713,OR0752,964001015704674,2016-04-03 00:00:00,Wether,,12030,2016-04-04 11:00:57.865
3714,OR0756,964001015704673,2016-04-03 00:00:00,Wether,,12030,2016-04-04 11:03:15.301
3715,OR0705,964001015704672,2016-04-03 00:00:00,Wether,,12103,2016-04-04 11:08:44.12
3716,16094,964001015704671,2016-04-03 00:00:00,Female,2018-08-12 08:50:05.452,12103,2016-04-04 11:11:17.459
3717,12059A,964001015704670,2016-04-03 00:00:00,Female,,12059,2016-04-04 11:17:46.412
3718,16259,964001015704669,2016-04-03 00:00:00,Female,2018-08-03 21:34:37.334,12059,2016-04-04 11:20:23.437
3719,OR0591,964001015704667,2016-04-01 00:00:00,Wether,,14043,2016-04-04 11:25:40.365
3720,OR0617,964001015704668,2016-04-01 00:00:00,Wether,,14043,2016-04-04 11:28:05.986
3721,16183,964001015704666,2016-04-01 00:00:00,Female,2018-08-12 08:50:07,14104,2016-04-05 13:36:26
3723,16131,964001015704664,2016-04-05 00:00:00,Female,2018-08-03 21:34:37.378,14003,2016-04-08 13:08:21.892
3724,16260,964001015704665,2016-04-05 00:00:00,Female,2018-08-03 21:34:37.423,14003,2016-04-08 13:18:15.607
3725,16244,964001015704663,2016-04-04 00:00:00,Female,2018-08-12 08:50:08.059,13080,2016-04-08 13:31:42.506
3726,16157,964001015704662,2016-04-04 00:00:00,Female,2018-08-03 21:41:11.619,13080,2016-04-08 13:27:39.214
